Day-ahead prices in EUR/MWh;
09/01/22;DK1
00 - 01;85,03
01 - 02;84,4
02 - 03;80,24
03 - 04;55,46
04 - 05;49,29
05 - 06;50,64
06 - 07;74,29
07 - 08;84,44
08 - 09;97,26
09 - 10;119,97
10 - 11;134,96
11 - 12;145,82
12 - 13;157,14
13 - 14;154,66
14 - 15;154,88
15 - 16;158,37
16 - 17;186,37
17 - 18;223,3
18 - 19;243,19
19 - 20;209,65
20 - 21;155,07
21 - 22;159,38
22 - 23;148,23
23 - 00;144,79
;
Min;49,29
Max;243,19
Average;131,53
Peak;165,46
Off-peak1;70,47
Off-peak2;151,87
09/01/22;DK1
