Day-ahead prices in EUR/MWh;
03/01/22;DK1
00 - 01;13.2
01 - 02;19.92
02 - 03;19.87
03 - 04;13.24
04 - 05;0.1
05 - 06;0.32
06 - 07;37.55
07 - 08;88.76
08 - 09;122.93
09 - 10;110.17
10 - 11;93.38
11 - 12;90.73
12 - 13;82.37
13 - 14;80.9
14 - 15;80.99
15 - 16;98.05
16 - 17;120.55
17 - 18;139.57
18 - 19;134.69
19 - 20;114.82
20 - 21;117.71
21 - 22;95.95
22 - 23;105.68
23 - 00;95.26
;
Min;0.1
Max;139.57
Average;78.2
Peak;105.76
Off-peak1;24.12
Off-peak2;103.65
03/01/22;DK1
