Day-ahead prices in EUR/MWh;
04/01/22;DK1
00 - 01;103.7
01 - 02;108.27
02 - 03;105.92
03 - 04;103.41
04 - 05;102.71
05 - 06;114.23
06 - 07;130.17
07 - 08;182.64
08 - 09;174.61
09 - 10;171.63
10 - 11;172.29
11 - 12;164.62
12 - 13;159.98
13 - 14;155.69
14 - 15;155.16
15 - 16;158.45
16 - 17;161.35
17 - 18;167.76
18 - 19;164.46
19 - 20;153.88
20 - 21;146.81
21 - 22;128.75
22 - 23;112.96
23 - 00;84.11
;
Min;84.11
Max;182.64
Average;140.98
Peak;163.32
Off-peak1;118.88
Off-peak2;118.16
04/01/22;DK1
