Day-ahead prices in EUR/MWh;
10/01/22;DK1
00 - 01;144,28
01 - 02;138,09
02 - 03;133,81
03 - 04;136,44
04 - 05;142,99
05 - 06;152,09
06 - 07;231,74
07 - 08;299,95
08 - 09;313,92
09 - 10;315
10 - 11;310,41
11 - 12;310,08
12 - 13;300
13 - 14;297,01
14 - 15;299,96
15 - 16;291,3
16 - 17;301,22
17 - 18;309,9
18 - 19;310,82
19 - 20;294,98
20 - 21;261,03
21 - 22;211
22 - 23;211,83
23 - 00;150,09
;
Min;133,81
Max;315
Average;244,5
Peak;304,55
Off-peak1;172,42
Off-peak2;208,49
10/01/22;DK1
