Day-ahead prices in EUR/MWh;
08/01/22;DK1
00 - 01;153.03
01 - 02;146.08
02 - 03;144.64
03 - 04;145.74
04 - 05;146.97
05 - 06;146.88
06 - 07;146.56
07 - 08;147.18
08 - 09;153.66
09 - 10;156.07
10 - 11;159.08
11 - 12;158.5
12 - 13;158.79
13 - 14;156.07
14 - 15;156.18
15 - 16;158.89
16 - 17;161
17 - 18;189.9
18 - 19;170.71
19 - 20;140.23
20 - 21;102.54
21 - 22;104.85
22 - 23;104.8
23 - 00;90.05
;
Min;90.05
Max;189.9
Average;145.77
Peak;159.92
Off-peak1;147.14
Off-peak2;100.56
08/01/22;DK1
